# Temp u g r i z U B V R I NUV FUV M2 W1 W2
2.190000000000000000e+05 -7.823419999999999597e+00 -8.381809999999999761e+00 -8.977069999999999439e+00 -9.389559999999999462e+00 -9.765150000000000219e+00 -7.053840000000000110e+00 -8.337910000000000821e+00 -8.706749999999999545e+00 -9.090550000000000352e+00 -8.855420000000000513e+00 -6.882550000000000168e+00 -6.127220000000000333e+00 -6.868590000000000195e+00 -7.076270000000000060e+00 -6.607759999999999856e+00
2.200000000000000000e+05 -7.837780000000000413e+00 -8.396280000000000854e+00 -8.991640000000000299e+00 -9.404180000000000206e+00 -9.779799999999999827e+00 -7.068200000000000038e+00 -8.352359999999999118e+00 -8.721289999999999765e+00 -9.105180000000000717e+00 -8.869989999999999597e+00 -6.896600000000000286e+00 -6.140900000000000247e+00 -6.882649999999999935e+00 -7.090379999999999683e+00 -6.621690000000000076e+00
2.210000000000000000e+05 -7.852079999999999949e+00 -8.410690000000000666e+00 -9.006140000000000256e+00 -9.418730000000000047e+00 -9.794389999999999930e+00 -7.082510000000000083e+00 -8.366749999999999687e+00 -8.735760000000000858e+00 -9.119740000000000180e+00 -8.884510000000000574e+00 -6.910599999999999632e+00 -6.154519999999999769e+00 -6.896650000000000169e+00 -7.104429999999999801e+00 -6.635570000000000412e+00
2.220000000000000000e+05 -7.866319999999999979e+00 -8.425039999999999196e+00 -9.020580000000000709e+00 -9.433220000000000383e+00 -9.808909999999999130e+00 -7.096750000000000114e+00 -8.381069999999999354e+00 -8.750159999999999272e+00 -9.134249999999999758e+00 -8.898960000000000647e+00 -6.924540000000000362e+00 -6.168090000000000295e+00 -6.910590000000000011e+00 -7.118430000000000035e+00 -6.649379999999999846e+00
2.230000000000000000e+05 -7.880489999999999995e+00 -8.439320000000000377e+00 -9.034959999999999880e+00 -9.447639999999999816e+00 -9.823370000000000601e+00 -7.110929999999999751e+00 -8.395329999999999515e+00 -8.764499999999999957e+00 -9.148680000000000589e+00 -8.913339999999999819e+00 -6.938419999999999810e+00 -6.181610000000000049e+00 -6.924470000000000347e+00 -7.132360000000000255e+00 -6.663140000000000285e+00
2.240000000000000000e+05 -7.894610000000000127e+00 -8.453549999999999898e+00 -9.049269999999999925e+00 -9.461999999999999744e+00 -9.837759999999999394e+00 -7.125049999999999883e+00 -8.409530000000000172e+00 -8.778779999999999362e+00 -9.163059999999999761e+00 -8.927659999999999485e+00 -6.952239999999999753e+00 -6.195059999999999789e+00 -6.938290000000000290e+00 -7.146230000000000082e+00 -6.676829999999999821e+00
2.250000000000000000e+05 -7.908660000000000245e+00 -8.467710000000000292e+00 -9.063520000000000465e+00 -9.476300000000000168e+00 -9.852100000000000080e+00 -7.139100000000000001e+00 -8.423669999999999547e+00 -8.792999999999999261e+00 -9.177369999999999806e+00 -8.941919999999999646e+00 -6.966009999999999813e+00 -6.208470000000000155e+00 -6.952060000000000350e+00 -7.160040000000000404e+00 -6.690479999999999983e+00
2.260000000000000000e+05 -7.922659999999999592e+00 -8.481809999999999405e+00 -9.077709999999999724e+00 -9.490529999999999688e+00 -9.866360000000000241e+00 -7.153100000000000236e+00 -8.437749999999999417e+00 -8.807150000000000034e+00 -9.191620000000000346e+00 -8.956120000000000303e+00 -6.979709999999999859e+00 -6.221820000000000128e+00 -6.965760000000000396e+00 -7.173799999999999955e+00 -6.704060000000000130e+00
2.270000000000000000e+05 -7.936589999999999812e+00 -8.495850000000000790e+00 -9.091829999999999856e+00 -9.504699999999999704e+00 -9.880570000000000519e+00 -7.167040000000000077e+00 -8.451760000000000161e+00 -8.821239999999999526e+00 -9.205799999999999983e+00 -8.970250000000000057e+00 -6.993360000000000021e+00 -6.235109999999999708e+00 -6.979409999999999670e+00 -7.187500000000000000e+00 -6.717590000000000394e+00
2.280000000000000000e+05 -7.950459999999999638e+00 -8.509829999999999117e+00 -9.105900000000000105e+00 -9.518810000000000215e+00 -9.894709999999999894e+00 -7.180920000000000414e+00 -8.465719999999999246e+00 -8.835279999999999134e+00 -9.219929999999999737e+00 -8.984329999999999927e+00 -7.006949999999999790e+00 -6.248350000000000293e+00 -6.993000000000000327e+00 -7.201139999999999652e+00 -6.731069999999999887e+00
2.290000000000000000e+05 -7.964279999999999582e+00 -8.523749999999999716e+00 -9.119899999999999451e+00 -9.532859999999999445e+00 -9.908799999999999386e+00 -7.194740000000000357e+00 -8.479620000000000601e+00 -8.849249999999999616e+00 -9.233990000000000364e+00 -8.998340000000000671e+00 -7.020489999999999675e+00 -6.261540000000000106e+00 -7.006540000000000212e+00 -7.214730000000000310e+00 -6.744480000000000253e+00
2.300000000000000000e+05 -7.978040000000000020e+00 -8.537610000000000809e+00 -9.133850000000000691e+00 -9.546849999999999170e+00 -9.922819999999999752e+00 -7.208499999999999908e+00 -8.493460000000000676e+00 -8.863160000000000593e+00 -9.247999999999999332e+00 -9.012290000000000134e+00 -7.033970000000000056e+00 -6.274680000000000035e+00 -7.020019999999999705e+00 -7.228250000000000064e+00 -6.757850000000000357e+00
2.310000000000000000e+05 -7.991729999999999556e+00 -8.551410000000000622e+00 -9.147729999999999251e+00 -9.560779999999999390e+00 -9.936780000000000612e+00 -7.222199999999999953e+00 -8.507239999999999469e+00 -8.877010000000000289e+00 -9.261939999999999173e+00 -9.026189999999999714e+00 -7.047390000000000043e+00 -6.287759999999999572e+00 -7.033439999999999692e+00 -7.241729999999999556e+00 -6.771160000000000068e+00
2.320000000000000000e+05 -8.005380000000000607e+00 -8.565149999999999153e+00 -9.161559999999999704e+00 -9.574650000000000105e+00 -9.950680000000000192e+00 -7.235850000000000115e+00 -8.520960000000000534e+00 -8.890810000000000102e+00 -9.275819999999999510e+00 -9.040020000000000167e+00 -7.060760000000000147e+00 -6.300799999999999734e+00 -7.046809999999999796e+00 -7.255139999999999922e+00 -6.784410000000000274e+00
2.330000000000000000e+05 -8.018959999999999866e+00 -8.578839999999999577e+00 -9.175330000000000652e+00 -9.588459999999999539e+00 -9.964529999999999887e+00 -7.249430000000000263e+00 -8.534620000000000317e+00 -8.904550000000000409e+00 -9.289649999999999963e+00 -9.053800000000000736e+00 -7.074080000000000368e+00 -6.313780000000000392e+00 -7.060130000000000017e+00 -7.268510000000000026e+00 -6.797620000000000218e+00
2.340000000000000000e+05 -8.032489999999999242e+00 -8.592460000000000875e+00 -9.189040000000000319e+00 -9.602209999999999468e+00 -9.978310000000000457e+00 -7.262970000000000148e+00 -8.548230000000000217e+00 -8.918219999999999814e+00 -9.303419999999999135e+00 -9.067520000000000024e+00 -7.087340000000000195e+00 -6.326710000000000278e+00 -7.073389999999999844e+00 -7.281819999999999737e+00 -6.810769999999999769e+00
2.350000000000000000e+05 -8.045959999999999113e+00 -8.606040000000000134e+00 -9.202690000000000481e+00 -9.615909999999999513e+00 -9.992039999999999367e+00 -7.276440000000000019e+00 -8.561780000000000612e+00 -8.931850000000000733e+00 -9.317119999999999180e+00 -9.081179999999999808e+00 -7.100539999999999630e+00 -6.339590000000000281e+00 -7.086599999999999788e+00 -7.295069999999999943e+00 -6.823859999999999815e+00
2.360000000000000000e+05 -8.059380000000000877e+00 -8.619550000000000267e+00 -9.216290000000000759e+00 -9.629550000000000054e+00 -1.000569999999999915e+01 -7.289869999999999628e+00 -8.575269999999999726e+00 -8.945410000000000750e+00 -9.330780000000000740e+00 -9.094780000000000086e+00 -7.113699999999999690e+00 -6.352420000000000400e+00 -7.099750000000000227e+00 -7.308270000000000266e+00 -6.836909999999999599e+00
2.370000000000000000e+05 -8.072749999999999204e+00 -8.633010000000000517e+00 -9.229820000000000135e+00 -9.643129999999999313e+00 -1.001929999999999943e+01 -7.303230000000000111e+00 -8.588710000000000733e+00 -8.958920000000000883e+00 -9.344369999999999621e+00 -9.108330000000000481e+00 -7.126800000000000246e+00 -6.365199999999999747e+00 -7.112860000000000404e+00 -7.321419999999999817e+00 -6.849899999999999878e+00
2.380000000000000000e+05 -8.086050000000000182e+00 -8.646409999999999485e+00 -9.243309999999999249e+00 -9.656650000000000844e+00 -1.003289999999999971e+01 -7.316539999999999822e+00 -8.602100000000000080e+00 -8.972369999999999735e+00 -9.357910000000000394e+00 -9.121819999999999595e+00 -7.139850000000000030e+00 -6.377930000000000099e+00 -7.125910000000000188e+00 -7.334509999999999863e+00 -6.862849999999999895e+00
2.390000000000000000e+05 -8.099309999999999121e+00 -8.659760000000000346e+00 -9.256740000000000634e+00 -9.670120000000000715e+00 -1.004640000000000022e+01 -7.329799999999999649e+00 -8.615429999999999922e+00 -8.985770000000000479e+00 -9.371389999999999887e+00 -9.135260000000000602e+00 -7.152849999999999930e+00 -6.390609999999999680e+00 -7.138899999999999579e+00 -7.347559999999999647e+00 -6.875740000000000407e+00
2.400000000000000000e+05 -8.112510000000000332e+00 -8.673059999999999548e+00 -9.270110000000000738e+00 -9.683540000000000703e+00 -1.005979999999999919e+01 -7.343009999999999593e+00 -8.628700000000000259e+00 -8.999119999999999564e+00 -9.384819999999999496e+00 -9.148640000000000327e+00 -7.165799999999999947e+00 -6.403240000000000265e+00 -7.151849999999999596e+00 -7.360549999999999926e+00 -6.888580000000000148e+00
2.410000000000000000e+05 -8.125659999999999883e+00 -8.686299999999999244e+00 -9.283429999999999183e+00 -9.696889999999999787e+00 -1.007319999999999993e+01 -7.356160000000000032e+00 -8.641920000000000712e+00 -9.012399999999999523e+00 -9.398189999999999600e+00 -9.161970000000000169e+00 -7.178689999999999571e+00 -6.415820000000000078e+00 -7.164749999999999730e+00 -7.373490000000000322e+00 -6.901370000000000005e+00
2.420000000000000000e+05 -8.138749999999999929e+00 -8.699490000000000833e+00 -9.296689999999999898e+00 -9.710200000000000387e+00 -1.008649999999999913e+01 -7.369259999999999700e+00 -8.655089999999999506e+00 -9.025639999999999219e+00 -9.411500000000000199e+00 -9.175240000000000506e+00 -7.191539999999999822e+00 -6.428359999999999630e+00 -7.177590000000000359e+00 -7.386379999999999946e+00 -6.914109999999999978e+00
2.430000000000000000e+05 -8.151790000000000092e+00 -8.712619999999999365e+00 -9.309900000000000730e+00 -9.723449999999999704e+00 -1.009980000000000011e+01 -7.382299999999999862e+00 -8.668200000000000571e+00 -9.038819999999999411e+00 -9.424770000000000536e+00 -9.188459999999999184e+00 -7.204329999999999679e+00 -6.440850000000000186e+00 -7.190389999999999837e+00 -7.399219999999999686e+00 -6.926800000000000068e+00
2.440000000000000000e+05 -8.164780000000000371e+00 -8.725699999999999790e+00 -9.323059999999999903e+00 -9.736639999999999517e+00 -1.011299999999999955e+01 -7.395299999999999763e+00 -8.681269999999999598e+00 -9.051949999999999719e+00 -9.437979999999999592e+00 -9.201620000000000132e+00 -7.217080000000000162e+00 -6.453289999999999971e+00 -7.203129999999999811e+00 -7.411999999999999922e+00 -6.939440000000000275e+00
2.450000000000000000e+05 -8.177720000000000766e+00 -8.738730000000000331e+00 -9.336159999999999570e+00 -9.749790000000000845e+00 -1.012620000000000076e+01 -7.408240000000000158e+00 -8.694279999999999120e+00 -9.065020000000000522e+00 -9.451129999999999143e+00 -9.214729999999999421e+00 -7.229770000000000252e+00 -6.465690000000000381e+00 -7.215830000000000410e+00 -7.424739999999999895e+00 -6.952040000000000219e+00
2.460000000000000000e+05 -8.190609999999999502e+00 -8.751709999999999212e+00 -9.349209999999999354e+00 -9.762879999999999114e+00 -1.013930000000000042e+01 -7.421129999999999782e+00 -8.707240000000000535e+00 -9.078049999999999287e+00 -9.464230000000000587e+00 -9.227790000000000603e+00 -7.242420000000000080e+00 -6.478030000000000399e+00 -7.228480000000000238e+00 -7.437429999999999986e+00 -6.964579999999999771e+00
2.470000000000000000e+05 -8.203450000000000131e+00 -8.764639999999999986e+00 -9.362209999999999255e+00 -9.775909999999999656e+00 -1.015240000000000009e+01 -7.433970000000000411e+00 -8.720140000000000668e+00 -9.091020000000000323e+00 -9.477280000000000371e+00 -9.240800000000000125e+00 -7.255020000000000024e+00 -6.490339999999999776e+00 -7.241069999999999673e+00 -7.450070000000000192e+00 -6.977079999999999949e+00
2.480000000000000000e+05 -8.216229999999999478e+00 -8.777509999999999479e+00 -9.375159999999999272e+00 -9.788899999999999935e+00 -1.016539999999999999e+01 -7.446760000000000268e+00 -8.733000000000000540e+00 -9.103939999999999699e+00 -9.490280000000000271e+00 -9.253750000000000142e+00 -7.267570000000000086e+00 -6.502589999999999648e+00 -7.253619999999999735e+00 -7.462659999999999627e+00 -6.989530000000000243e+00
2.490000000000000000e+05 -8.228970000000000340e+00 -8.790330000000000865e+00 -9.388049999999999784e+00 -9.801830000000000709e+00 -1.017839999999999989e+01 -7.459500000000000242e+00 -8.745799999999999130e+00 -9.116809999999999192e+00 -9.503230000000000288e+00 -9.266659999999999897e+00 -7.280070000000000263e+00 -6.514800000000000146e+00 -7.266130000000000422e+00 -7.475200000000000067e+00 -7.001940000000000275e+00
2.500000000000000000e+05 -8.241659999999999542e+00 -8.803110000000000213e+00 -9.400900000000000034e+00 -9.814719999999999445e+00 -1.019130000000000003e+01 -7.472190000000000332e+00 -8.758559999999999235e+00 -9.129630000000000578e+00 -9.516120000000000800e+00 -9.279510000000000147e+00 -7.292519999999999669e+00 -6.526970000000000383e+00 -7.278579999999999828e+00 -7.487700000000000244e+00 -7.014289999999999914e+00
2.510000000000000000e+05 -8.254300000000000637e+00 -8.815830000000000055e+00 -9.413690000000000779e+00 -9.827550000000000452e+00 -1.020420000000000016e+01 -7.484829999999999650e+00 -8.771269999999999456e+00 -9.142390000000000683e+00 -9.528969999999999274e+00 -9.292310000000000514e+00 -7.304929999999999701e+00 -6.539089999999999847e+00 -7.290989999999999860e+00 -7.500149999999999650e+00 -7.026600000000000179e+00
2.520000000000000000e+05 -8.266890000000000072e+00 -8.828509999999999636e+00 -9.426439999999999486e+00 -9.840329999999999799e+00 -1.021700000000000053e+01 -7.497429999999999595e+00 -8.783920000000000172e+00 -9.155110000000000525e+00 -9.541760000000000019e+00 -9.305059999999999221e+00 -7.317289999999999850e+00 -6.551169999999999938e+00 -7.303350000000000009e+00 -7.512550000000000061e+00 -7.038870000000000182e+00
2.530000000000000000e+05 -8.279429999999999623e+00 -8.841129999999999711e+00 -9.439130000000000464e+00 -9.853059999999999263e+00 -1.022969999999999935e+01 -7.509970000000000034e+00 -8.796530000000000626e+00 -9.167780000000000484e+00 -9.554500000000000881e+00 -9.317769999999999442e+00 -7.329600000000000115e+00 -6.563200000000000145e+00 -7.315660000000000274e+00 -7.524899999999999700e+00 -7.051090000000000302e+00
2.540000000000000000e+05 -8.291919999999999291e+00 -8.853709999999999525e+00 -9.451779999999999404e+00 -9.865750000000000242e+00 -1.024239999999999995e+01 -7.522470000000000212e+00 -8.809089999999999421e+00 -9.180400000000000560e+00 -9.567199999999999704e+00 -9.330420000000000158e+00 -7.341870000000000118e+00 -6.575190000000000090e+00 -7.327930000000000277e+00 -7.537209999999999965e+00 -7.063259999999999650e+00
2.550000000000000000e+05 -8.304370000000000474e+00 -8.866239999999999455e+00 -9.464380000000000237e+00 -9.878379999999999939e+00 -1.025510000000000055e+01 -7.534909999999999997e+00 -8.821600000000000108e+00 -9.192970000000000752e+00 -9.579840000000000799e+00 -9.343019999999999214e+00 -7.354090000000000238e+00 -6.587130000000000152e+00 -7.340150000000000396e+00 -7.549470000000000347e+00 -7.075389999999999624e+00
2.560000000000000000e+05 -8.316760000000000375e+00 -8.878719999999999501e+00 -9.476929999999999410e+00 -9.890959999999999752e+00 -1.026769999999999960e+01 -7.547320000000000029e+00 -8.834059999999999135e+00 -9.205500000000000682e+00 -9.592439999999999856e+00 -9.355579999999999785e+00 -7.366270000000000095e+00 -6.599029999999999951e+00 -7.352319999999999744e+00 -7.561679999999999957e+00 -7.087469999999999715e+00
2.570000000000000000e+05 -8.329119999999999635e+00 -8.891149999999999665e+00 -9.489430000000000476e+00 -9.903499999999999304e+00 -1.028030000000000044e+01 -7.559669999999999668e+00 -8.846479999999999677e+00 -9.217969999999999331e+00 -9.604990000000000805e+00 -9.368090000000000472e+00 -7.378400000000000070e+00 -6.610890000000000377e+00 -7.364460000000000228e+00 -7.573850000000000193e+00 -7.099510000000000431e+00
2.580000000000000000e+05 -8.341419999999999391e+00 -8.903539999999999566e+00 -9.501879999999999882e+00 -9.915990000000000748e+00 -1.029279999999999973e+01 -7.571979999999999933e+00 -8.858850000000000335e+00 -9.230399999999999494e+00 -9.617490000000000094e+00 -9.380549999999999500e+00 -7.390480000000000160e+00 -6.622709999999999653e+00 -7.376540000000000319e+00 -7.585980000000000167e+00 -7.111509999999999998e+00
2.590000000000000000e+05 -8.353680000000000661e+00 -8.915879999999999583e+00 -9.514279999999999404e+00 -9.928430000000000533e+00 -1.030519999999999925e+01 -7.584240000000000315e+00 -8.871169999999999334e+00 -9.242779999999999774e+00 -9.629939999999999500e+00 -9.392960000000000420e+00 -7.402519999999999989e+00 -6.634479999999999933e+00 -7.388580000000000148e+00 -7.598049999999999748e+00 -7.123459999999999681e+00
2.600000000000000000e+05 -8.365890000000000271e+00 -8.928169999999999717e+00 -9.526640000000000441e+00 -9.940820000000000434e+00 -1.031770000000000032e+01 -7.596449999999999925e+00 -8.883440000000000225e+00 -9.255110000000000170e+00 -9.642340000000000799e+00 -9.405329999999999302e+00 -7.414520000000000444e+00 -6.646219999999999573e+00 -7.400579999999999714e+00 -7.610089999999999577e+00 -7.135360000000000369e+00
2.610000000000000000e+05 -8.378059999999999619e+00 -8.940419999999999590e+00 -9.538949999999999818e+00 -9.953170000000000073e+00 -1.033000000000000007e+01 -7.608620000000000161e+00 -8.895670000000000854e+00 -9.267400000000000304e+00 -9.654700000000000060e+00 -9.417640000000000455e+00 -7.426470000000000127e+00 -6.657910000000000217e+00 -7.412530000000000285e+00 -7.622080000000000410e+00 -7.147230000000000416e+00
2.620000000000000000e+05 -8.390180000000000859e+00 -8.952619999999999578e+00 -9.551220000000000709e+00 -9.965469999999999828e+00 -1.034239999999999959e+01 -7.620750000000000135e+00 -8.907859999999999445e+00 -9.279640000000000555e+00 -9.667009999999999437e+00 -9.429919999999999192e+00 -7.438380000000000436e+00 -6.669550000000000090e+00 -7.424439999999999706e+00 -7.634030000000000094e+00 -7.159049999999999692e+00
2.630000000000000000e+05 -8.402260000000000062e+00 -8.964769999999999683e+00 -9.563439999999999941e+00 -9.977719999999999700e+00 -1.035459999999999958e+01 -7.632830000000000226e+00 -8.919999999999999929e+00 -9.291829999999999146e+00 -9.679270000000000707e+00 -9.442140000000000200e+00 -7.450249999999999595e+00 -6.681160000000000210e+00 -7.436309999999999754e+00 -7.645929999999999893e+00 -7.170829999999999593e+00
2.640000000000000000e+05 -8.414289999999999381e+00 -8.976879999999999526e+00 -9.575609999999999289e+00 -9.989929999999999310e+00 -1.036689999999999934e+01 -7.644860000000000433e+00 -8.932090000000000529e+00 -9.303979999999999251e+00 -9.691489999999999938e+00 -9.454319999999999169e+00 -7.462069999999999759e+00 -6.692730000000000068e+00 -7.448140000000000427e+00 -7.657790000000000319e+00 -7.182570000000000121e+00
2.650000000000000000e+05 -8.426280000000000214e+00 -8.988950000000000884e+00 -9.587740000000000151e+00 -1.000210000000000043e+01 -1.037909999999999933e+01 -7.656850000000000378e+00 -8.944140000000000867e+00 -9.316090000000000870e+00 -9.703659999999999286e+00 -9.466459999999999653e+00 -7.473849999999999660e+00 -6.704250000000000043e+00 -7.459920000000000329e+00 -7.669609999999999594e+00 -7.194259999999999877e+00
2.660000000000000000e+05 -8.438219999999999388e+00 -9.000970000000000582e+00 -9.599819999999999354e+00 -1.001420000000000066e+01 -1.039119999999999955e+01 -7.668800000000000061e+00 -8.956139999999999546e+00 -9.328150000000000830e+00 -9.715790000000000148e+00 -9.478550000000000253e+00 -7.485590000000000188e+00 -6.715740000000000265e+00 -7.471659999999999968e+00 -7.681379999999999875e+00 -7.205910000000000259e+00
2.670000000000000000e+05 -8.450120000000000076e+00 -9.012940000000000396e+00 -9.611860000000000070e+00 -1.002630000000000088e+01 -1.040329999999999977e+01 -7.680710000000000370e+00 -8.968099999999999739e+00 -9.340159999999999130e+00 -9.727869999999999351e+00 -9.490589999999999193e+00 -7.497289999999999566e+00 -6.727190000000000225e+00 -7.483349999999999724e+00 -7.693120000000000402e+00 -7.217530000000000001e+00
2.680000000000000000e+05 -8.461980000000000501e+00 -9.024869999999999948e+00 -9.623860000000000525e+00 -1.003829999999999956e+01 -1.041530000000000022e+01 -7.692569999999999908e+00 -8.980019999999999669e+00 -9.352130000000000720e+00 -9.739910000000000068e+00 -9.502589999999999648e+00 -7.508949999999999569e+00 -6.738590000000000302e+00 -7.495009999999999728e+00 -7.704810000000000159e+00 -7.229099999999999859e+00
2.690000000000000000e+05 -8.473789999999999267e+00 -9.036759999999999238e+00 -9.635809999999999320e+00 -1.005030000000000001e+01 -1.042740000000000045e+01 -7.704379999999999562e+00 -8.991889999999999716e+00 -9.364060000000000272e+00 -9.751899999999999125e+00 -9.514549999999999841e+00 -7.520559999999999690e+00 -6.749959999999999738e+00 -7.506619999999999848e+00 -7.716450000000000031e+00 -7.240630000000000344e+00
2.700000000000000000e+05 -8.485559999999999548e+00 -9.048610000000000042e+00 -9.647710000000000008e+00 -1.006220000000000070e+01 -1.043929999999999936e+01 -7.716160000000000352e+00 -9.003719999999999501e+00 -9.375949999999999562e+00 -9.763849999999999696e+00 -9.526460000000000150e+00 -7.532130000000000436e+00 -6.761289999999999800e+00 -7.518189999999999706e+00 -7.728060000000000151e+00 -7.252119999999999678e+00
2.710000000000000000e+05 -8.497289999999999566e+00 -9.060409999999999187e+00 -9.659580000000000055e+00 -1.007409999999999961e+01 -1.045120000000000005e+01 -7.727890000000000370e+00 -9.015510000000000801e+00 -9.387790000000000745e+00 -9.775760000000000005e+00 -9.538330000000000197e+00 -7.543660000000000032e+00 -6.772569999999999979e+00 -7.529729999999999812e+00 -7.739630000000000010e+00 -7.263569999999999638e+00
2.720000000000000000e+05 -8.508979999999999322e+00 -9.072169999999999845e+00 -9.671400000000000219e+00 -1.008600000000000030e+01 -1.046310000000000073e+01 -7.739580000000000126e+00 -9.027250000000000441e+00 -9.399580000000000268e+00 -9.787620000000000431e+00 -9.550159999999999982e+00 -7.555150000000000254e+00 -6.783820000000000405e+00 -7.541220000000000034e+00 -7.751149999999999984e+00 -7.274980000000000224e+00
2.730000000000000000e+05 -8.520630000000000592e+00 -9.083890000000000242e+00 -9.683180000000000121e+00 -1.009779999999999944e+01 -1.047489999999999988e+01 -7.751229999999999620e+00 -9.038959999999999440e+00 -9.411339999999999151e+00 -9.799440000000000595e+00 -9.561939999999999884e+00 -7.566609999999999836e+00 -6.795029999999999681e+00 -7.552669999999999995e+00 -7.762640000000000207e+00 -7.286349999999999660e+00
2.740000000000000000e+05 -8.532230000000000203e+00 -9.095570000000000377e+00 -9.694910000000000139e+00 -1.010950000000000060e+01 -1.048670000000000080e+01 -7.762830000000000119e+00 -9.050620000000000331e+00 -9.423049999999999926e+00 -9.811220000000000496e+00 -9.573689999999999145e+00 -7.578020000000000422e+00 -6.806210000000000093e+00 -7.564079999999999693e+00 -7.774079999999999657e+00 -7.297679999999999723e+00
2.750000000000000000e+05 -8.543789999999999552e+00 -9.107200000000000628e+00 -9.706599999999999895e+00 -1.012129999999999974e+01 -1.049849999999999994e+01 -7.774399999999999977e+00 -9.062229999999999563e+00 -9.434720000000000439e+00 -9.822950000000000514e+00 -9.585390000000000299e+00 -7.589389999999999858e+00 -6.817339999999999733e+00 -7.575450000000000017e+00 -7.785490000000000244e+00 -7.308970000000000411e+00
2.760000000000000000e+05 -8.555320000000000036e+00 -9.118790000000000617e+00 -9.718260000000000787e+00 -1.013299999999999912e+01 -1.051019999999999932e+01 -7.785929999999999573e+00 -9.073809999999999931e+00 -9.446350000000000691e+00 -9.834640000000000271e+00 -9.597039999999999793e+00 -7.600719999999999921e+00 -6.828439999999999621e+00 -7.586780000000000079e+00 -7.796850000000000058e+00 -7.320219999999999949e+00
2.770000000000000000e+05 -8.566800000000000637e+00 -9.130349999999999966e+00 -9.729870000000000019e+00 -1.014460000000000051e+01 -1.052190000000000047e+01 -7.797410000000000174e+00 -9.085350000000000037e+00 -9.457940000000000680e+00 -9.846289999999999765e+00 -9.608660000000000423e+00 -7.612009999999999721e+00 -6.839500000000000135e+00 -7.598080000000000389e+00 -7.808180000000000121e+00 -7.331439999999999735e+00
2.780000000000000000e+05 -8.578239999999999199e+00 -9.141859999999999431e+00 -9.741429999999999367e+00 -1.015620000000000012e+01 -1.053350000000000009e+01 -7.808849999999999625e+00 -9.096849999999999881e+00 -9.469490000000000407e+00 -9.857900000000000773e+00 -9.620229999999999393e+00 -7.623269999999999769e+00 -6.850520000000000387e+00 -7.609329999999999927e+00 -7.819469999999999921e+00 -7.342609999999999637e+00
2.790000000000000000e+05 -8.589639999999999276e+00 -9.153330000000000410e+00 -9.752959999999999852e+00 -1.016779999999999973e+01 -1.054509999999999970e+01 -7.820260000000000211e+00 -9.108299999999999841e+00 -9.480990000000000251e+00 -9.869469999999999743e+00 -9.631769999999999499e+00 -7.634479999999999933e+00 -6.861509999999999998e+00 -7.620549999999999713e+00 -7.830709999999999837e+00 -7.353749999999999787e+00
2.800000000000000000e+05 -8.601000000000000867e+00 -9.164759999999999351e+00 -9.764450000000000074e+00 -1.017929999999999957e+01 -1.055659999999999954e+01 -7.831620000000000026e+00 -9.119719999999999160e+00 -9.492459999999999454e+00 -9.880990000000000606e+00 -9.643259999999999721e+00 -7.645660000000000345e+00 -6.872460000000000235e+00 -7.631719999999999615e+00 -7.841920000000000002e+00 -7.364849999999999675e+00
2.810000000000000000e+05 -8.612320000000000420e+00 -9.176149999999999807e+00 -9.775900000000000034e+00 -1.019069999999999965e+01 -1.056809999999999938e+01 -7.842950000000000088e+00 -9.131090000000000373e+00 -9.503880000000000550e+00 -9.892480000000000828e+00 -9.654709999999999681e+00 -7.656799999999999606e+00 -6.883370000000000211e+00 -7.642859999999999765e+00 -7.853089999999999904e+00 -7.375910000000000188e+00
2.820000000000000000e+05 -8.623609999999999332e+00 -9.187500000000000000e+00 -9.787300000000000111e+00 -1.020219999999999949e+01 -1.057949999999999946e+01 -7.854230000000000267e+00 -9.142429999999999168e+00 -9.515269999999999229e+00 -9.903919999999999391e+00 -9.666130000000000777e+00 -7.667900000000000382e+00 -6.894250000000000433e+00 -7.653959999999999653e+00 -7.864230000000000054e+00 -7.386940000000000062e+00
2.830000000000000000e+05 -8.634850000000000136e+00 -9.198809999999999931e+00 -9.798669999999999547e+00 -1.021359999999999957e+01 -1.059099999999999930e+01 -7.865479999999999805e+00 -9.153729999999999478e+00 -9.526609999999999800e+00 -9.915330000000000865e+00 -9.677500000000000213e+00 -7.678960000000000008e+00 -6.905090000000000394e+00 -7.665029999999999788e+00 -7.875320000000000320e+00 -7.397929999999999673e+00
2.840000000000000000e+05 -8.646060000000000301e+00 -9.210079999999999600e+00 -9.810000000000000497e+00 -1.022489999999999988e+01 -1.060229999999999961e+01 -7.876689999999999969e+00 -9.164979999999999905e+00 -9.537919999999999732e+00 -9.926700000000000301e+00 -9.688829999999999387e+00 -7.689989999999999881e+00 -6.915899999999999714e+00 -7.676050000000000040e+00 -7.886379999999999946e+00 -7.408879999999999910e+00
2.850000000000000000e+05 -8.657220000000000582e+00 -9.221320000000000405e+00 -9.821279999999999788e+00 -1.023620000000000019e+01 -1.061369999999999969e+01 -7.887859999999999872e+00 -9.176199999999999690e+00 -9.549189999999999401e+00 -9.938019999999999854e+00 -9.700129999999999697e+00 -7.700980000000000381e+00 -6.926669999999999661e+00 -7.687039999999999651e+00 -7.897400000000000198e+00 -7.419789999999999885e+00
